ds,y
2024-06-27,45.80449829478268
2024-06-28,46.45645524874974
2024-06-29,46.3178233343529
2024-06-30,44.831594037729225
2024-07-01,46.87215616669892
2024-07-02,45.53206196789643
2024-07-03,46.88921691285984
2024-07-04,46.497208220630576
2024-07-05,46.48342014443399
2024-07-06,45.85123865883488
2024-07-07,47.35490618062409
2024-07-08,46.746380646669564
2024-07-09,49.187934101691866
2024-07-10,50.801555057499414
2024-07-11,50.37368095008624
2024-07-12,52.27853982655004
2024-07-13,52.621293144312595
2024-07-14,53.661132987418796
2024-07-15,55.51094047864186
2024-07-16,55.6929143231334
2024-07-17,57.5620224647625
2024-07-18,56.49667572866181
