ds,y
2024-03-08,8.227168861299196
2024-03-09,8.23805557886813
2024-03-10,8.816796930476965
2024-03-11,8.648804493613637
2024-03-12,9.933398698194846
2024-03-13,11.029362087797542
2024-03-14,10.294154485748354
2024-03-15,9.498113135005571
2024-03-16,9.58270615346541
2024-03-17,9.338198525881875
2024-03-18,10.37189596004916
2024-03-19,12.149247386894698
2024-03-20,11.286037188070114
2024-03-21,10.549242086239715
2024-03-22,10.17451318573614
2024-03-23,9.67073041296016
2024-03-24,9.580879795334017
2024-03-25,10.319588006398163
2024-03-26,12.59421767934492
2024-03-27,12.087715973506207
2024-03-28,11.139615054494435
2024-03-29,10.91130648509437
2024-03-30,9.969182399246577
2024-03-31,10.18312109230297
2024-04-01,11.424076617646431
2024-04-02,11.593052764634692
2024-04-03,12.509536110616441
2024-04-04,12.580360888166986
2024-04-05,11.084449574998075
2024-04-06,10.185136777655558
2024-04-07,10.373385737019952
2024-04-08,11.29568980320311
2024-04-09,12.237210763207244
2024-04-10,12.414410026924344
2024-04-11,12.346632173986594
2024-04-12,10.337427802385848
2024-04-13,10.780981297401098
2024-04-14,10.492861319863145
2024-04-15,11.64728200753492
2024-04-16,11.89316560687301
2024-04-17,13.07105388968371
2024-04-18,12.421846292485721
2024-04-19,11.328054625459657
2024-04-20,9.714507471817152
2024-04-21,10.832122813063293
2024-04-22,11.48657085766177
2024-04-23,11.503328002826965
2024-04-24,12.305752600825919
2024-04-25,11.820794124798557
2024-04-26,10.894753586063139
2024-04-27,10.097406984627263
2024-04-28,10.302386875977836
2024-04-29,11.580222837100472
2024-04-30,12.284191181780702
2024-05-01,10.800699422938692
2024-05-02,11.165330835539285
2024-05-03,10.210677848683483
2024-05-04,8.918419879599007
2024-05-05,9.806555078677803
2024-05-06,11.06521834272468
2024-05-07,10.965387486878596
2024-05-08,11.766981078875956
2024-05-09,10.69094272211074
2024-05-10,9.853963077498817
2024-05-11,10.13853675026801
2024-05-12,9.562962241240438
2024-05-13,10.84488499560425
2024-05-14,10.791527384290438
2024-05-15,12.517347727957958
2024-05-16,11.438333091551915
2024-05-17,10.189727949910582
2024-05-18,9.917797900599952
2024-05-19,9.356057597706045
2024-05-20,11.273012296701063
2024-05-21,11.55042072051626
2024-05-22,11.830792897380633
2024-05-23,11.140609867043121
2024-05-24,10.170467325872451
2024-05-25,10.105447541251358
2024-05-26,10.162348109326857
2024-05-27,11.200699256561215
2024-05-28,11.816496754920605
2024-05-29,12.257700627830879
2024-05-30,11.3097326154593
2024-05-31,11.434620623534506
2024-06-01,9.340407130027794
2024-06-02,10.70436029871036
2024-06-03,11.627162980288388
2024-06-04,11.619151108328595
2024-06-05,13.084130147622396
2024-06-06,12.015468226207442
2024-06-07,11.071183489699852
2024-06-08,10.118788171410344
2024-06-09,10.253094905997695
2024-06-10,11.136236469184157
2024-06-11,12.25622686924264
2024-06-12,12.892895213413563
2024-06-13,11.829797800173884
2024-06-14,10.458150437715771
2024-06-15,10.577350121553986
2024-06-16,10.848445667843084
2024-06-17,11.621863811379114
2024-06-18,12.538214193324825
2024-06-19,12.364049451336884
2024-06-20,11.525676446177084
2024-06-21,10.615450514714375
2024-06-22,9.73339399721685
2024-06-23,10.714764813903548
2024-06-24,11.466620486709363
2024-06-25,12.204019548902949
2024-06-26,11.430173173661977
2024-06-27,11.538345125151649
2024-06-28,11.551064147531953
2024-06-29,10.261728896574741
2024-06-30,10.904222040347905
2024-07-01,11.083725828009898
2024-07-02,13.095496823658525
2024-07-03,12.770000154201394
2024-07-04,12.45154854603344
2024-07-05,12.413881505703639
2024-07-06,11.596835318967479
2024-07-07,11.180881713310157
2024-07-08,12.025832009195621
2024-07-09,13.091023471963851
2024-07-10,13.733981875211633
2024-07-11,12.98719195739737
2024-07-12,12.008850357663817
2024-07-13,12.248462746183455
2024-07-14,11.91546802408761
2024-07-15,13.825315535293111
2024-07-16,13.883064018460027
2024-07-17,14.851343001193236
2024-07-18,13.759628416081291
2024-07-19,13.118396681270115
2024-07-20,11.915540369375073
2024-07-21,12.13972698467841
2024-07-22,13.584552341133257
2024-07-23,14.711393735440602
2024-07-24,14.5955232693623
2024-07-25,13.516415425902373
2024-07-26,12.574602005110009
2024-07-27,11.990486416205059
2024-07-28,12.09993494305069
